"Risk factors have been proposed for running injuries including ( a ) reduced muscular strength , ( b ) excessive joint movements and ( c ) excessive joint moments in the frontal and transverse planes . To date , many running injury prevention programs have focused on a `` top down '' approach to strengthen the hip musculature in the attempt to reduce movements and moments at the hip , knee , and/or ankle joints . However , running mechanics did not change when hip muscle strength increased . It could be speculated that emphasis should be placed on increasing the strength of the ankle joint for a `` ground up '' approach . Strengthening of the large and small muscles crossing the ankle joint is assumed to change the force distribution for these muscles and to increase the use of smaller muscles . This would be associated with a reduction of joint and insertion forces , which could have a beneficial effect on injury prevention . However , training of the ankle joint as an injury prevention strategy has not been studied . Ankle strengthening techniques include isolated strengthening or movement-related strengthening such as functional balance training . There is little knowledge about the efficacy of such training programs on strength alteration , gait or injury reduction . Current Controlled Trial NCT01900262 .",Avoiding injury will allow individuals to enjoy the benefits of participating in aerobic activities and reduce the healthcare costs associated with running injuries .
"Vitamin B12 deficiency causes neurologic and psychiatric disease , especially in older adults . Subacute combined degeneration is characterized by damage to the posterior and lateral spinal cord affecting the corticospinal tract .To test corticospinal tract projections using motor evoked potentials ( MEPs ) by transcranial magnetic stimulation ( TMS ) in asymptomatic older adults with low vitamin B12 ( B12 ) levels .Median age was 74.33.6 years ( 58.5 % women ) . Twenty-six out of the 53 subjects had low vitamin B12 levels ( B12 < 221pmol/l ) . MEPs were recorded for all subjects in upper and lower extremities . There were no significant differences in either latency or amplitude of MEPs and CMCT between low and normal B12 groups . There was a significant PMCT delay in the lower extremities in the low B12 group ( p = 0.014 ) .",No subclinical abnormality of the corticospinal tract is detected in asymptomatic B12-deficient older adults . The peripheral nervous system appears to be more vulnerable to damage attributable to this vitamin deficit . The neurophysiological evaluation of asymptomatic older adults with lower B12 levels should be focused mainly in peripheral nervous system evaluation .
"Uncontrolled hypertension ( HTN ) is a significant public health problem among blacks in the United States . Despite the proven efficacy of therapeutic lifestyle change ( TLC ) on blood pressure ( BP ) reduction in clinical trials , few studies have examined their effectiveness in church-based settings-an influential institution for health promotion in black communities .","If successful , this trial will provide an alternative and culturally appropriate model for HTN control through evidence-based lifestyle modification delivered in churches by lay health advisors ."
"The classification of clinical severity of Ebstein anomaly still remains a challenge . The aim of this study was to focus on the interaction of the pathologically altered right heart with the anatomically-supposedly-normal left heart and to derive from cardiac magnetic resonance ( CMR ) a simple imaging measure for the clinical severity of Ebstein anomaly .Twenty-five patients at a mean age of 2614 years with unrepaired Ebstein anomaly were examined in a prospective study . Disease severity was classified using CMR volumes and functional measurements in comparison with heart failure markers from clinical data , ECG , laboratory and cardiopulmonary exercise testing , and echocardiography . All examinations were completed within 24 hours . A total right/left-volume index was defined from end-diastolic volume measurements in CMR : total right/left-volume index = ( RA + aRV + fRV ) / ( LA+LV ) . Mean total right/left-volume index was 2.61.7 ( normal values : 1.10.1 ) . This new total right/left-volume index correlated with almost all clinically used biomarkers of heart failure : brain natriuretic peptide ( r = 0.691 ; P = 0.0003 ) , QRS ( r = 0.432 ; P = 0.039 ) , peak oxygen consumption/kg ( r = -0.479 ; P = 0.024 ) , ventilatory response to carbon dioxide production at anaerobic threshold ( r = 0.426 ; P = 0.048 ) , the severity of tricuspid regurgitation ( r = 0.692 ; P = 0.009 ) , tricuspid valve offset ( r = 0.583 ; P = 0.004 ) , and tricuspid annular plane systolic excursion ( r = 0.554 ; P = 0.006 ) . Previously described severity indices ( [ RA + aRV ] / [ fRV + LA+LV ] ) and fRV/LV end-diastolic volume corresponded only to some parameters .","In patients with Ebstein anomaly , the easily acquired index of right-sided to left-sided heart volumes from CMR correlated well with established heart failure markers . Our data suggest that the total right/left-volume index should be used as a new and simplified CMR measure , allowing more accurate assessment of disease severity than previously described scoring systems ."
"Limited data are available on the efficacy of beta-blocker therapy for secondary prevention in STEMI patients .This study sought to investigate the association of beta-blocker therapy at discharge with clinical outcomes in patients with ST-segment elevation myocardial infarction ( STEMI ) after primary percutaneous coronary intervention ( PCI ) .The median follow-up duration was 367 days ( interquartile range : 157 to 440 days ) . All-cause death occurred in 146 patients ( 2.1 % ) of the beta-blocker group versus 59 patients ( 3.6 % ) of the no-beta-blocker group ( p < 0.001 ) . After 2:1 propensity-score matching , beta-blocker therapy was associated with a lower incidence of all-cause death ( 2.8 % vs. 4.1 % , adjusted hazard ratio : 0.46 , 95 % confidence interval : 0.27 to 0.78 , p = 0.004 ) . The association with better outcome of beta-blocker therapy in terms of all-cause death was consistent across various subgroups , including patients with relatively low-risk profiles such as ejection fraction > 40 % or single-vessel disease .","Beta-blocker therapy at discharge was associated with improved survival in STEMI patients treated with primary PCI . Our results support the current American College of Cardiology/American Heart Association guidelines , which recommend long-term beta-blocker therapy in all patients with STEMI regardless of reperfusion therapy or risk profile ."
"Local anesthetic wound infiltration is widely used as an effective adjunct during multimodal postoperative pain management . The aim of this study was to evaluate the effectiveness of continuous wound infusion of ropivacaine in postoperative pain relief , opioid sparing , incidence of nausea and vomiting , and bowel and liver function improvement in patients undergoing open hepatectomy .Pain scores at rest were lower for the ropivacaine group and reached significance after 8 and 16 hours ( P < 0.01 ) . Sufentanil consumption ( 41.5021.80 vs. 89.7035.22 g ; P < 0.01 ) after 48 hours , time to bowel recovery ( 1.800.70 vs. 3.151.04 d ; P < 0.01 ) , incidence of nausea and vomiting ( 1.750.72 vs. 2.400.68 ; P < 0.05 ) , and mean length of hospitalization ( 5.62.44 vs. 7.352.85 d ; P < 0.01 ) were significantly reduced , and the sedation score and liver function change were also comparable between the 2 groups . There was no difference with respect to pain scores on movement , nor with respect to patient satisfaction .",Surgical wound infusion with ropivacaine after hepatectomy can improve pain relief at rest and accelerate recovery and discharge .
"Tuberculosis ( TB ) is highly prevalent among HIV-infected people , including those receiving combination antiretroviral therapy ( cART ) , necessitating a well tolerated and efficacious TB vaccine for these populations . We evaluated the safety and immunogenicity of the candidate TB vaccine M72/AS01 in adults with well controlled HIV infection on cART .Thirty-seven individuals [ interquartile range ( IQR ) CD4 cell counts at screening : 438-872 cells/l ; undetectable HIV-1 viremia ] were enrolled ; 73 % of individuals reported previous BCG vaccination , 97.3 % tested negative for the QuantiFERON-TB assay . For M72/AS01 recipients , no vaccine-related serious AEs or cART-regimen adjustments were recorded , and there were no clinically relevant effects on laboratory safety parameters , HIV-1 viral loads or CD4 cell counts . M72/AS01 was immunogenic , inducing persistent and polyfunctional M72-specific CD4 T-cell responses [ medians 0.70 % ( IQR 0.37-1 .07 ) at D60 ] and 0.42 % ( 0.24-0 .61 ) at D210 , predominantly CD40LIL-2TNF - , CD40LIL-2 and CD40LIL-2TNF-IFN - ] . All M72/AS01 vaccines were seropositive for anti-M72 IgG after second vaccination until study end .","M72/AS01 was clinically well tolerated and immunogenic in this population , supporting further clinical evaluation in HIV-infected individuals in TB-endemic settings ."
"The aim of this study was to investigate whether remedial hydration ( RH ) reduces the incidence of contrast-induced nephropathy ( CIN ) and short-term adverse events in ST-elevation myocardial infarction ( STEMI ) patients undergoing primary percutaneous coronary intervention ( PCI ) .The incidence of CIN in the RH group was lower than that observed in the control group ( 22/108 ; 20.4 % vs. 38/108 ; 35.2 % , p < 0.05 ) . The subgroup analysis showed that the rate of CIN was lower in the moderate ( 6/29 ; 20.7 % vs. 13/30 ; 43.3 % , p < 0.10 ) and significantly lower in both the high ( 5/21 ; 23.8 % vs. 10/18 ; 55.6 % , p < 0.05 ) and very high score groups ( 3/12 ; 25.0 % vs. 8/12 ; 66.7 % , p < 0.05 ) among the RH patients compared to the controls . At 24 , 48 and 72 hours after PCI , the patients in the RH group exhibited lower SCr levels and higher CCr levels than the patients in the control group ( both p < 0.05 ) . A lower incidence of in-hospital clinical events was also observed in the RH group .",Remedial hydration decreases the occurrence of CIN and improves the short-term prognosis of STEMI patients undergoing primary PCI .
"An increased production of oxidizing species related to reactive oral diseases , such as chronic apical periodontitis , could have systemic implications such as an increase in cardiovascular morbidity . Based on this consideration , we conducted a prospective study to assess whether subjects affected by chronic periodontitis presented with higher values of oxidative stress than reference values before endodontic treatment , and whether endodontic treatment can reduce the oxidative imbalance and bring it back to normal in these subjects .It was found that , on recruitment , the patients with chronic apical periodontitis exhibited significantly higher levels of oxidative stress than control patients , as determined by the d-ROMs and BAP tests . Furthermore , the d-ROMs test values were shown to decrease and the BAP test values to increase over time in patients with chronic apical periodontitis following endodontic therapy . As the levels of oxidative stress in these patients tended to reduce and return to normal by 90 days following treatment .","This study has demonstrated a positive association between chronic apical periodontitis and oxidative stress . Subjects affected by chronic apical periodontitis are exposed to a condition of oxidative stress , which is extremely dangerous to general health . Moreover , one can infer from these findings that through proper endodontic therapy , a good oxidative balance can be restored , thereby avoiding the risk of contracting the abovementioned diseases ."
"Placebo effect has been largely studied and debated in medicine . Research focused mainly on children and adults but not on newborns . In osteopathy , few studies documented this effect and no research has been conducted in newborns .To assess the presence of placebo effect in newborns using sham osteopathic manipulative treatment .206 newborns entered the study . No difference between sham and control group was found for the primary outcome length of stay ( 30.020.3 ; 28.818.9 ; p = 0.70 ) . Multivariate analysis showed no difference between study and control group on length of stay . A negative association was found for gestational age ( -2.33 ; 95 % CI -3.81 to -0.85 ; p = 0.002 ) , birth weight ( -0.01 ; 95 % CI -0.02 to -0.01 ; p < 0.001 ) and milk volume at study enrollment ( -0.02 ; 95 % CI -0.05 to -0.01 ; p = 0.01 ) .","To the best of our knowledge , this study is the first in the field showing no placebo effect on newborns . Further discussions are opened concerning the age when placebo effect starts ."
"Clostridium difficile infection ( CDI ) is a leading cause of diarrhoea in health care settings with symptoms ranging from mild and self-limiting to life threatening . SMT19969 is a novel , non-absorbable antibiotic currently under development for the treatment of CDI . Here we report the results from a Phase I study . Current Controlled Trials . ISRCTN10858225 .Fifty-six healthy male subjects were enrolled . Following single oral doses of up to 2,000 mg in the fasted state , plasma concentrations of SMT19969 were generally below the lower limit of quantification . In the fed state levels ranged from 0.102 to 0.296 ng/mL after single dosing and after repeat dosing at Day 10 from 0.105 to 0.305 ng/mL . Following single and multiple oral doses of SMT19969 , mean daily faecal concentrations increased with increasing dose level and were significantly above the typical MIC range for C. difficile ( 0.06-0 .5 g/mL ) . At 200 mg BID , mean ( SD ) faecal concentrations of 1,466 ( 547 ) g/g and 1,364 ( 446 ) g/g were determined on days 5 and 10 of dosing respectively . No notable metabolites were detected in faeces . Overall , all doses of SMT19969 were well tolerated both as single oral doses or BID oral doses for 10 days . The majority ( 88 % ) of adverse events ( AEs ) were classified as gastrointestinal disorders and were mild in severity , resolving without treatment . The gut microbiota was analysed in the multiple dose groups with minimal changes observed in the bacterial groups analysed except for total clostridia which were reduced to below the limit of detection by day 4 of dosing .","Oral administration of SMT19969 was considered safe and well tolerated and was associated with negligible plasma concentrations after single and multiple doses . In addition , minimal disruption of normal gut microbiota was noted , confirming the highly selective spectrum of the compound . These results support the further clinical development of SMT19969 as an oral therapy for CDI ."
"While overall survival for most common cancers in Australia is improving , the rural-urban differential has been widening , with significant excess deaths due to lung , colorectal , breast and prostate cancer in regional Australia . Internationally a major focus on understanding variations in cancer outcomes has been later presentation to healthcare and later diagnosis . Approaches to reducing time to diagnosis of symptomatic cancer include public symptom awareness campaigns and interventions in primary care to improve early cancer detection . This paper reports the protocol of a factorial cluster-randomised trial of community and general practice ( GP ) level interventions to reduce the time to diagnosis of cancer in rural Western Australia ( WA ) . Ethics approval has been granted by the University of Western Australia and from all relevant hospital recruitment sites in WA . Australian New Zealand Clinical Trials Registry ( ANZCTR ) . ACTRN12610000872033 .Results of this trial will be reported in peer-reviewed publications and in conference presentations .",
"This study aimed to evaluate whether incidental CT findings of emphysema , airway thickening and bronchiectasis , as seen on CT scans performed for other non-pulmonary clinical indications , are associated with future acute exacerbations of COPD resulting in hospitalisation or death .During a median follow-up of 4.4 years ( maximum 5.2 years ) , 338 COPD events were identified . The risk of experiencing a future acute exacerbation of COPD resulting in hospitalisation or death was significantly increased in subjects with severe emphysema ( score 7 ) and severe airway thickening ( score 3 ) . The respective HRs were 4.6 ( 95 % CI 3.0 to 7.1 ) and 5.9 ( 95 % CI 3.4 to 10.5 ) . Severe bronchiectasis ( score 3 ) was not significantly associated with increased risk of adverse events ( HR 1.5 ; 95 % CI 0.9 to 2.5 ) .",Morphological correlates of COPD such as emphysema and airway thickening detected on CT scans obtained for other non-pulmonary indications are strong independent predictors of subsequent development of acute exacerbations of COPD resulting in hospitalisation or death .
"To explore the feasibility of making a preoperative diagnosis of lung adenocarcinoma shown as ground-glass nodule ( GGN ) on computed tomography ( CT ) .Significant statistic significance existed in all parameters among all groups ( P < 0.05 ) . All parameters were correlated the pathologic type of lesion . The differences were statistically significant ( P = 0.000 ) . Through the receiver operating characteristic ( ROC ) curve , between groups of preinvasive lesion and MIA , each parameter had a medium diagnostic value of 0.70-0 .90 ; between groups of MIA and IAC , size of lesion and long diameter of solid component in lesion had a medium diagnostic value of 0.70-0 .90 , longest diameter of solid component , size of solid component in lesion and proportion of GGO composition of lesion had a high diagnostic value with an AUC of > 0.90 . The CT diagnostic standard , derived from group A , was used to analyze the pathologic type of group B. And t no significant statistic significance existed between CT preoperative diagnosis and operative pathologic diagnosis ( P > 0.05 ) . The correct diagnosis rates of size of lesion , proportion of GGO composition of lesion , long diameter , longest diameter and size of solid component in lesion were 71.43 % , 76.19 % , 90.05 % , 90.05 % and 88.10 % respectively .","Based upon size of lesion , proportion of GGO composition of lesion , long diameter , longest diameter and size of solid component in lesion , preoperative CT examination may be used to determine the pathological types of lung adenocarcinoma shown as GGN ."
"Tonsillectomy surgery is associated with severe postoperative pain that usually requires analgesics including opioids . Pain control is still a big problem after tonsillectomy surgery . We aimed to evaluate the efficacy of preemptive analgesia using montelukast for pediatric post-tonsillectomy pain management . This is the first-time use of montelukast in post-tonsillectomy pain .There were statistically significant differences between group C and group M for Wong-Baker FACES pain rating scale scores ( P < .05 ) . In the 24 hours after surgery , the total number of patients using rescue analgesics was higher in group C than in group M , and the difference was statistically significant ( P < .001 ) . There was no significant difference in demographic parameters ( P > .05 ) . There were no significant differences in postoperative nausea and vomiting , otalgia , trismus , fever , or halitosis between the groups ( P > .05 ) .",Preemptive montelukast can be used safely to reduce the serious pain caused by tonsillectomy in children .
"Metastatic colon cancer patients are treated with the chemotherapy regimens , FOLFOX and FOLFIRI , in either order . So far , we can not predict the response of chemotherapeutic agent , so it is necessary to find which regimen is adequate before starting chemotherapy .Overall response rate was significantly higher in planned group ( 67.9 % vs. 46.3 % , P = 0.020 ) . In FOLFOX group , response rate was significantly improved in the planned patients ( 77.1 % vs. 50 % , P = 0.018 ) . In FOLFIRI group , the difference did n't reach statistical significance ( 50 % vs. 42.5 % , P = 0.776 ) .","We found significantly improved response rates in the chemotherapy of metastatic colon cancer by pretreatment genetic analysis , especially in FOLFOX group ."
"Cardiac arrest causes ischaemic brain injury . Arterial carbon dioxide tension ( PaCO2 ) is a major determinant of cerebral blood flow . Thus , mild hypercapnia in the 24 h following cardiac arrest may increase cerebral blood flow and attenuate such injury . We describe the Carbon Control and Cardiac Arrest ( CCC ) trial . Australian New Zealand Clinical Trials Registry ACTRN12612000690853 .","The trial commenced in December 2012 and , when completed , will provide clinical evidence as to whether targeting mild hypercapnia for 24 h following intensive care unit admission for cardiac arrest patients is feasible and safe and whether it results in decreased concentrations of neurological injury biomarkers compared with normocapnia . Trial results will also be used to determine whether a phase IIb study powered for survival at 90 days is feasible and justified ."
"For decades thiopental has been considered as the hypnotic drug of choice for intracranial surgery . However , total intravenous anesthesia performed with thiopental is associated with delayed recovery , whereas early post-operative neurological evaluation is critical . For this reason , target controlled infusion ( TCI ) of propofol is increasingly used for maintenance of anesthesia . However , a thiopental TCI has never been assessed for this purpose . We tested the hypothesis that a thiopental TCI provides an acceptable way to achieve early recovery compared to a propofol TCI during supratentorial surgery .Time to extubation was significantly ( P < 0.0001 ) shorter in group P ( median 149 minutes ; interquartile range 72-250 minutes ) than in group T ( median 453 minutes ; interquartile range 286-813 minutes ) . Similarly , the recovery parameters were significantly better in group P than in group T. There was no difference between groups in terms of patient characteristics and hemodynamic parameters .","Even with TCI and bispectral index monitoring , thiopental is associated with an inappropriate delayed recovery from supratentorial surgery compared to propofol TCI ."
"To investigate the effects of conservative therapy applied before arthroscopic subacromial decompression on the clinical outcome in patients with stage 2 shoulder impingement syndrome .Constant , UCLA , and VAS scores were statistically significantly improved in both groups after arthroscopic subacromial decompression ( P < 0.001 ) . Constant , UCLA , and VAS scores before arthroscopic subacromial decompression were statistically better in Group 1 than in Group 2 ( P < 0.001 ) . No statistically significant difference was found between the groups in terms of Constant , UCLA , and VAS scores after arthroscopic subacromial decompression ( P > 0.05 ) .",Conservative therapy applied in patients with stage 2 shoulder impingement syndrome before arthroscopic subacromial decompression does not have a positive contribution on the clinical outcome after arthroscopic subacromial decompression .
"Obstructive sleep apnea is associated with considerable health risks . Although continuous positive airway pressure ( CPAP ) can mitigate these risks , effectiveness can be reduced by inadequate adherence to treatment . We evaluated the clinical safety and effectiveness of upper-airway stimulation at 12 months for the treatment of moderate-to-severe obstructive sleep apnea .The study included 126 participants ; 83 % were men . The mean age was 54.5 years , and the mean body-mass index ( the weight in kilograms divided by the square of the height in meters ) was 28.4 . The median AHI score at 12 months decreased 68 % , from 29.3 events per hour to 9.0 events per hour ( P < 0.001 ) ; the ODI score decreased 70 % , from 25.4 events per hour to 7.4 events per hour ( P < 0.001 ) . Secondary outcome measures showed a reduction in the effects of sleep apnea and improved quality of life . In the randomized phase , the mean AHI score did not differ significantly from the 12-month score in the nonrandomized phase among the 23 participants in the therapy-maintenance group ( 8.9 and 7.2 events per hour , respectively ) ; the AHI score was significantly higher ( indicating more severe apnea ) among the 23 participants in the therapy-withdrawal group ( 25.8 vs. 7.6 events per hour , P < 0.001 ) . The ODI results followed a similar pattern . The rate of procedure-related serious adverse events was less than 2 % .","In this uncontrolled cohort study , upper-airway stimulation led to significant improvements in objective and subjective measurements of the severity of obstructive sleep apnea . ( Funded by Inspire Medical Systems ; STAR ClinicalTrials.gov number , NCT01161420 . )"
